time,lfp,spike
0.0,0.6506259301924047,0
0.001,0.4984760515882478,0
0.002,0.42562345340767194,0
0.003,2.5332723037158797,1
0.004,1.4013695808886857,0
0.005,2.483053684327906,1
0.006,2.5368020031621126,1
0.007,1.6386074600095517,0
0.008,2.7351997650653543,1
0.009000000000000001,3.12553369057468,1
0.01,1.9808312712589515,0
0.011,1.4360459550128433,0
0.012,1.257722324538549,0
0.013000000000000001,1.0056394857193571,0
0.014,2.244213998423633,1
0.015,1.0892627391059646,0
0.016,0.9177861192469523,0
0.017,2.145277300363853,1
0.018000000000000002,1.3451398038341973,0
0.019,1.4396813414913596,0
0.02,1.5709123243182566,0
0.021,2.0597514522543108,1
0.022,2.3746840861210194,1
0.023,1.915773970225204,0
0.024,2.977153611849445,1
0.025,1.5408952037426706,0
0.026000000000000002,0.8941120047252624,0
0.027,1.4034853228089588,0
0.028,0.22496059404981214,0
0.029,0.0880759414608336,0
0.03,-0.5196800607314984,0
0.031,-0.012833639552037424,0
0.032,0.591891721617241,0
0.033,0.05911204767247499,0
0.034,-0.13385793644965666,0
0.035,0.3868227855227383,0
0.036000000000000004,0.014585946743741585,0
0.037,0.9748013561737117,0
0.038,1.6596719083409373,0
0.039,2.446849872586621,1
0.04,2.769009069294057,1
0.041,1.2098887021780698,0
0.042,1.5414710438540782,0
0.043000000000000003,1.5945002665498293,0
0.044,1.0691650449405783,0
0.045,0.5713908855018726,0
0.046,-0.17265233727212514,0
0.047,-0.7385152559596887,0
0.048,-1.789490336071736,0
0.049,-2.4838094550137977,0
0.05,-1.6981282424378876,0
0.051000000000000004,-2.7177980075358064,0
0.052000000000000005,-2.204048666115369,0
0.053,-1.7818775134636131,0
0.054,-2.2408333173496504,0
0.055,-2.5207075338777476,0
0.056,-1.3297152328090687,0
0.057,-1.236810927156233,0
0.058,-1.213967969444683,0
0.059000000000000004,-1.6196612903669063,0
0.06,-1.2644500805570411,0
0.061,-1.047886688248478,0
0.062,-1.4971197771277016,0
0.063,-1.8263800044508007,0
0.064,-1.7245268706354258,0
0.065,-0.730940332913938,0
0.066,-1.9631528176440263,0
0.067,-1.1744513406540165,0
0.068,-1.6660536925566019,0
0.069,-1.0542179202270747,0
0.07,-0.7526356929709183,0
0.07100000000000001,-0.48032401711603134,0
0.07200000000000001,0.1604670970440547,0
0.073,0.03792145333740793,0
0.074,0.8024744794748342,0
0.075,2.0834625368522106,1
0.076,1.1418489000847418,0
0.077,1.4637032188743915,0
0.078,1.6705920918979829,0
0.079,1.732144240083825,0
0.08,0.7484358303352048,0
0.081,1.1469490483162688,0
0.082,-0.12061630292388875,0
0.083,0.5056393982593823,0
0.084,-0.21104351180328867,0
0.085,-1.4370971531029313,0
0.08600000000000001,-0.9230703974477577,0
0.08700000000000001,-1.662806348224315,0
0.088,-1.422176742752529,0
0.089,-0.8793805550688313,0
0.09,-1.7427824494916346,0
0.091,-0.7732761902164044,0
0.092,-0.488139281361739,0
0.093,0.2074408115893468,0
0.094,-0.74738407762128,0
0.095,1.0616964993002127,0
0.096,0.6962560896992014,0
0.097,0.0968861424505082,0
0.098,1.4234169128919092,0
0.099,0.016353810707870786,0
0.1,0.7319512163463803,0
0.101,-1.1386979889156887,0
0.10200000000000001,0.297358117085484,0
0.10300000000000001,0.0164089656413417,0
0.10400000000000001,-0.7011388951834607,0
0.105,-0.4566732934513855,0
0.106,-0.260892625402107,0
0.107,0.255026041913021,0
0.108,0.2806467836128316,0
0.109,0.43144990121701865,0
0.11,1.2821392624399142,0
0.111,-0.09827585683981566,0
0.112,1.6468913945412174,0
0.113,0.19792080376574317,0
0.114,1.1005605714923756,0
0.115,0.334836626307228,0
0.116,1.1661921117122946,0
0.117,-1.2048522561132684,0
0.11800000000000001,-0.022488267836290488,0
0.11900000000000001,-0.8226743185426634,0
0.12,-1.3173225271776572,0
0.121,-0.19919638953745133,0
0.122,-1.6918120337622145,0
0.123,-1.2668511667263238,0
0.124,-1.6650914330452768,0
0.125,-1.6483702973733438,0
0.126,-1.1336378967974292,0
0.127,0.4559207462502033,0
0.128,-0.2508987995389096,0
0.129,-0.31161202125421206,0
0.13,1.3566942418051848,0
0.131,0.3797306763498023,0
0.132,2.6008766922046194,1
0.133,1.5120457322589103,0
0.134,1.803940286509871,0
0.135,1.5039356808466755,0
0.136,0.9952198587719188,0
0.137,2.3473786077297016,1
0.138,0.845393050227449,0
0.139,1.162799411189453,0
0.14,0.7917459612907884,0
0.14100000000000001,0.9531827731051397,0
0.14200000000000002,1.179994461525113,0
0.14300000000000002,1.3518153969904279,0
0.14400000000000002,1.9757372729112677,0
0.145,1.4841196751776566,0
0.146,1.796490709452401,0
0.147,1.7142122816243335,0
0.148,2.8889897681612604,1
0.149,2.466815239160881,1
0.15,2.051703906235534,1
0.151,1.911949311626205,0
0.152,2.4803718783154687,1
0.153,0.6439795657193911,0
0.154,-0.023373725568486825,0
0.155,0.5072450746637203,0
0.156,-1.0371844596382465,0
0.157,-0.6113042184933234,0
0.158,-1.180659649957735,0
0.159,-2.571902775245097,0
0.16,-1.4892574976372797,0
0.161,-1.7246667753026552,0
0.162,-1.7276661575108232,0
0.163,-2.480060861338165,0
0.164,-0.8292126067775556,0
0.165,-0.7907682779073271,0
0.166,0.01792560491797318,0
0.167,0.24158728087495673,0
0.168,0.6441756942443319,0
0.169,0.3379541294573435,0
0.17,-0.28827792472996305,0
0.171,0.733438861477923,0
0.17200000000000001,0.3312950563952527,0
0.17300000000000001,-0.956883630823258,0
0.17400000000000002,-1.1525202266228702,0
0.17500000000000002,-2.0877391980483977,0
0.176,-2.075964099661148,0
0.177,-1.8313149673366065,0
0.178,-2.1050289697118147,0
0.179,-1.7918346931375144,0
0.18,-1.6827401113013198,0
0.181,-1.8890883886381213,0
0.182,-1.0695853473194112,0
0.183,-1.173191783688504,0
0.184,-1.2325952663534203,0
0.185,-2.03651238310552,0
0.186,-1.2193337063007794,0
0.187,-1.7080507368519822,0
0.188,-1.8807041205513992,0
0.189,-1.5388072813870484,0
0.19,-1.8634242294860455,0
0.191,-1.7279329679089168,0
0.192,-2.405180223641012,0
0.193,-2.9363667913919795,0
0.194,-2.81264472491477,0
0.195,-2.075867940306953,0
0.196,-3.523909429696358,0
0.197,-1.4941998700751333,0
0.198,-2.364047394663165,0
0.199,-0.666061131251835,0
0.2,0.3726640124767242,0
0.201,0.622768331474147,0
0.202,1.205178745856148,0
0.203,1.6082846018580237,0
0.20400000000000001,2.489221936507618,1
0.20500000000000002,2.611684274278637,1
0.20600000000000002,2.7018735566821572,1
